Operon	Start	Stop	Length	Orientation	Average operon coverage	Number of genes in operon	Genes in operon
MT3150.1	3426178	3426501	323	+	17.4	1	MT3150.1
MT3151(not expressed)	3426498	3427106	608	+	NOT EXPRESSED		
MT3150	3425616	3426041	425	-	12.4	1	MT3150
MT3152	3427219	3427629	410	+	33.4	1	MT3152
MT3153.1(not expressed)	3429483	3429881	398	+	NOT EXPRESSED		
MT3153	3427770	3429413	1643	-	21.7	1	MT3153
MT3154(not expressed)	3429878	3430258	380	+	NOT EXPRESSED		
MT3155(not expressed)	3430240	3431364	1124	+	NOT EXPRESSED		
MT3156(not expressed)	3431406	3431504	98	-	NOT EXPRESSED		
MT3157-MT3158	3431589	3432476	887	-	20.6	2	MT3157, MT3158
MT3159	3432570	3433844	1274	+	139.8	1	MT3159
MT3160	3433841	3434764	923	-	358.1	1	MT3160
MT3161-MT3163	3434863	3437545	2682	+	25.2	3	MT3161, MT3162, MT3163
MT3166(not expressed)	3441759	3443069	1310	+	NOT EXPRESSED		
MT3164-MT3165	3437561	3441779	4218	-	21.5	2	MT3164, MT3165
MT3167(not expressed)	3443195	3444253	1058	-	NOT EXPRESSED		
MT3174.1(not expressed)	3453150	3453257	107	-	NOT EXPRESSED		
MT3168-MT3174	3444295	3453063	8768	+	31.2	7	MT3168, MT3169, MT3170, MT3171, MT3172, MT3173, MT3174
MT3174.2(not expressed)	3453560	3453862	302	-	NOT EXPRESSED		
MT3175(not expressed)	3454002	3454889	887	+	NOT EXPRESSED		
MT3176	3454907	3456598	1691	+	31.6	1	MT3176
MT3179	3459769	3460245	476	+	22.5	1	MT3179
MT3176.1-MT3178	3456605	3459744	3139	-	93.6	2	MT3176.1, MT3178
MT3181	3461574	3462887	1313	-	16.5	1	MT3181
MT3182-MT3186	3463006	3467165	4159	-	1649.5	5	MT3182, MT3183, MT3184, MT3185, MT3186
MT3180	3460343	3461482	1139	+	60.8	1	MT3180
MT3186.1-MT3188	3467209	3469679	2470	-	32.0	3	MT3186.1, MT3187, MT3188
MT3189	3469804	3471174	1370	+	15.6	1	MT3189
MT3191(not expressed)	3472788	3473297	509	+	NOT EXPRESSED		
MT3190	3471175	3472758	1583	-	10.8	1	MT3190
MT3192(not expressed)	3473419	3474525	1106	+	NOT EXPRESSED		
MT3193(not expressed)	3474543	3474971	428	+	NOT EXPRESSED		
MT3194(not expressed)	3474968	3475480	512	+	NOT EXPRESSED		
MT3194.1(not expressed)	3475497	3475748	251	+	NOT EXPRESSED		
MT3195(not expressed)	3475871	3476539	668	+	NOT EXPRESSED		
MT3196(not expressed)	3476523	3477086	563	+	NOT EXPRESSED		
MT3197(not expressed)	3477185	3478495	1310	+	NOT EXPRESSED		
MT3204(not expressed)	3483590	3483823	233	-	NOT EXPRESSED		
MT3198-MT3203	3478573	3483508	4935	+	43.4	6	MT3198, MT3199, MT3200, MT3201, MT3202, MT3203
MT3205-MT3206	3483886	3484860	974	+	70.3	2	MT3205, MT3206
MT3207(not expressed)	3484966	3485106	140	+	NOT EXPRESSED		
MT3209(not expressed)	3486273	3487448	1175	-	NOT EXPRESSED		
MT3208	3485237	3486172	935	+	22.6	1	MT3208
MT3210(not expressed)	3487499	3487663	164	-	NOT EXPRESSED		
MT3211(not expressed)	3487605	3487919	314	-	NOT EXPRESSED		
MT3212	3487932	3488978	1046	+	165.9	1	MT3212
MT3215(not expressed)	3490457	3490789	332	+	NOT EXPRESSED		
MT3216	3490772	3492163	1391	-	102.1	1	MT3216
MT3218-MT3220	3493326	3496546	3220	-	45.6	3	MT3218, MT3219, MT3220
MT3220.1(not expressed)	3496705	3496980	275	-	NOT EXPRESSED		
MT3217	3492312	3493346	1034	+	65.7	1	MT3217
MT3220.2-MT3224	3496972	3499660	2688	+	15.5	4	MT3220.2, MT3221, MT3223, MT3224
MT3225-MT3227	3499680	3503480	3800	+	83.0	3	MT3225, MT3226, MT3227
MT3222	3498430	3498762	332	-	11.7	1	MT3222
MT3228	3503580	3504551	971	+	58.5	1	MT3228
MT3230(not expressed)	3505139	3505540	401	+	NOT EXPRESSED		
MT3229-MT3231	3504603	3506802	2199	-	120.0	2	MT3229, MT3231
MT3247(not expressed)	3522876	3524687	1811	-	NOT EXPRESSED		
MT3248	3524896	3526956	2060	-	12.7	1	MT3248
MT3249-MT3250	3526972	3528772	1800	-	42.3	2	MT3249, MT3250
MT3251(not expressed)	3528842	3529279	437	-	NOT EXPRESSED		
MT3233-MT3246	3507167	3522870	15703	+	80.3	14	MT3233, MT3234, MT3235, MT3236, MT3237, MT3238, MT3239, MT3240, MT3241, MT3242, MT3243, MT3244, MT3245, MT3246
MT3252(not expressed)	3529276	3530547	1271	-	NOT EXPRESSED		
MT3253-MT3255	3530577	3532991	2414	-	10.3	3	MT3253, MT3254, MT3255
MT3256(not expressed)	3533065	3533754	689	-	NOT EXPRESSED		
MT3257(not expressed)	3533736	3534872	1136	+	NOT EXPRESSED		
MT3258	3534743	3535996	1253	+	14.3	1	MT3258
MT3259	3536121	3537485	1364	+	13.4	1	MT3259
MT3263(not expressed)	3539772	3540479	707	+	NOT EXPRESSED		
MT3260-MT3262	3537480	3539679	2199	-	86.3	3	MT3260, MT3261, MT3262
MT3264(not expressed)	3540500	3541981	1481	+	NOT EXPRESSED		
MT3265(not expressed)	3541978	3542997	1019	-	NOT EXPRESSED		
MT3266(not expressed)	3543039	3543941	902	+	NOT EXPRESSED		
MT3267(not expressed)	3543916	3544431	515	+	NOT EXPRESSED		
MT3268(not expressed)	3544511	3544690	179	-	NOT EXPRESSED		
MT3269(not expressed)	3544671	3544964	293	+	NOT EXPRESSED		
MT3270	3545177	3546541	1364	+	13.3	1	MT3270
MT3270.1(not expressed)	3546598	3547011	413	+	NOT EXPRESSED		
MT3273(not expressed)	3547745	3547879	134	+	NOT EXPRESSED		
MT3274	3548068	3548352	284	+	48.5	1	MT3274
MT3275(not expressed)	3548349	3548678	329	+	NOT EXPRESSED		
MT3271-MT3272	3546888	3547777	889	-	25.9	2	MT3271, MT3272
MT3275.1(not expressed)	3548935	3549096	161	-	NOT EXPRESSED		
MT3276-MT3277	3549216	3550180	964	+	32.3	2	MT3276, MT3277
MT3278	3550340	3551605	1265	-	28.8	1	MT3278
MT3281(not expressed)	3552229	3553263	1034	-	NOT EXPRESSED		
MT3279-MT3280	3551773	3552202	429	+	181.5	2	MT3279, MT3280
MT3282(not expressed)	3553588	3553758	170	-	NOT EXPRESSED		
MT3283(not expressed)	3554465	3554929	464	+	NOT EXPRESSED		
MT3284(not expressed)	3554948	3555115	167	+	NOT EXPRESSED		
MT3285	3555099	3558077	2978	-	107.0	1	MT3285
MT3287(not expressed)	3559269	3560687	1418	+	NOT EXPRESSED		
MT3286	3558169	3559167	998	-	34.1	1	MT3286
MT3288(not expressed)	3560693	3561592	899	+	NOT EXPRESSED		
MT3289	3561601	3561801	200	-	49.6	1	MT3289
MT3290	3561929	3563272	1343	+	107.4	1	MT3290
MT3290.1-MT3294	3563306	3568574	5268	-	41.3	5	MT3290.1, MT3290.2, MT3291, MT3293, MT3294
MT3295(not expressed)	3568636	3571941	3305	-	NOT EXPRESSED		
MT3292	3566240	3566494	254	+	31.7	1	MT3292
MT3296(not expressed)	3571938	3575105	3167	-	NOT EXPRESSED		
MT3297-MT3299	3575182	3576524	1342	+	35.4	3	MT3297, MT3298, MT3299
MT3300-MT3302	3576531	3579733	3202	-	232.5	3	MT3300, MT3301, MT3302
MT3303	3579908	3580594	686	+	107.5	1	MT3303
MT3304	3580581	3580874	293	-	144.4	1	MT3304
MT3306	3581748	3582443	695	-	47.6	1	MT3306
MT3305-MT3308	3581175	3585521	4346	+	178.5	3	MT3305, MT3307, MT3308
MT3310-MT3312	3586476	3588757	2281	+	39.5	3	MT3310, MT3311, MT3312
MT3313(not expressed)	3588700	3589152	452	+	NOT EXPRESSED		
MT3309	3585597	3586397	800	-	295.5	1	MT3309
MT3314(not expressed)	3589369	3590334	965	+	NOT EXPRESSED		
MT3316-MT3317	3590930	3592691	1761	-	231.3	2	MT3316, MT3317
MT3315	3590614	3590868	254	+	757.5	1	MT3315
MT3318-MT3320	3592952	3594656	1704	-	54.7	3	MT3318, MT3319, MT3320
MT3321	3594752	3595600	848	+	213.1	1	MT3321
MT3322-MT3323.1	3595696	3598223	2527	-	16.1	3	MT3322, MT3323, MT3323.1
MT3326-MT3327	3600652	3603155	2503	-	81.4	2	MT3326, MT3327
MT3324-MT3325	3598278	3600619	2341	+	8.9	2	MT3324, MT3325
MT3332(not expressed)	3606201	3606842	641	+	NOT EXPRESSED		
MT3328-MT3331	3603265	3606090	2825	-	20.0	4	MT3328, MT3329, MT3330, MT3331
MT3333-MT3335	3606860	3609299	2439	-	38.2	3	MT3333, MT3334, MT3335
MT3337-MT3339	3609366	3616169	6803	-	85.5	3	MT3337, MT3338, MT3339
MT3340-MT3350	3616470	3626888	10418	-	48.2	11	MT3340, MT3341, MT3342, MT3343, MT3344, MT3345, MT3346, MT3347, MT3348, MT3349, MT3350
MT3351(not expressed)	3626997	3628484	1487	-	NOT EXPRESSED		
MT3352	3628539	3629963	1424	+	21.3	1	MT3352
MT3353-MT3356	3629941	3634202	4261	-	97.4	4	MT3353, MT3354, MT3355, MT3356
MT3357	3634217	3634744	527	+	15.6	1	MT3357
MT3359-MT3361	3635443	3637781	2338	+	29.9	2	MT3359, MT3361
MT3362(not expressed)	3637882	3638016	134	+	NOT EXPRESSED		
MT3358	3634772	3635143	371	-	272.3	1	MT3358
MT3363	3638077	3639738	1661	+	13.8	1	MT3363
MT3364-MT3366	3639798	3642709	2911	-	115.3	3	MT3364, MT3365, MT3366
MT3371	3647579	3648247	668	-	26.0	1	MT3371
MT3367-MT3373	3642788	3651831	9043	+	150.0	6	MT3367, MT3368, MT3369, MT3370, MT3372, MT3373
MT3374-MT3376	3651820	3654824	3004	-	45.0	3	MT3374, MT3375, MT3376
MT3377	3654826	3655596	770	+	62.2	1	MT3377
MT3378(not expressed)	3656006	3656140	134	+	NOT EXPRESSED		
MT3377.1-MT3379	3655551	3656911	1360	-	13.4	2	MT3377.1, MT3379
MT3379.1-MT3384	3656961	3662995	6034	+	148.3	6	MT3379.1, MT3380, MT3381, MT3382, MT3383, MT3384
MT3385-MT3390	3663005	3667133	4128	-	102.6	6	MT3385, MT3386, MT3387, MT3388, MT3389, MT3390
MT3393(not expressed)	3670022	3670831	809	-	NOT EXPRESSED		
MT3391-MT3392	3667164	3669922	2758	+	33.0	2	MT3391, MT3392
MT3394-MT3395	3670902	3676152	5250	+	174.7	2	MT3394, MT3395
MT3396(not expressed)	3676156	3676923	767	+	NOT EXPRESSED		
MT3397(not expressed)	3676946	3677860	914	-	NOT EXPRESSED		
MT3398-MT3402	3677887	3685774	7887	-	33.5	5	MT3398, MT3399, MT3400, MT3401, MT3402
MT3403	3685874	3686512	638	+	13.4	1	MT3403
MT3404-MT3405	3686531	3688881	2350	-	30.4	2	MT3404, MT3405
MT3408(not expressed)	3691362	3691985	623	-	NOT EXPRESSED		
MT3406-MT3407	3688946	3691360	2414	+	71.5	2	MT3406, MT3407
MT3411(not expressed)	3694293	3695225	932	-	NOT EXPRESSED		
MT3409-MT3410	3692090	3694272	2182	+	20.8	2	MT3409, MT3410
MT3412(not expressed)	3695245	3695415	170	-	NOT EXPRESSED		
MT3413(not expressed)	3695594	3695938	344	-	NOT EXPRESSED		
MT3415	3697072	3698355	1283	-	13.8	1	MT3415
MT3416(not expressed)	3698352	3698753	401	-	NOT EXPRESSED		
MT3417-MT3420	3698990	3702451	3461	+	30.8	4	MT3417, MT3418, MT3419, MT3420
MT3421-MT3427.1	3702530	3706935	4405	-	342.0	8	MT3421, MT3422, MT3423, MT3424, MT3425, MT3426, MT3427, MT3427.1
MT3429(not expressed)	3708553	3709071	518	-	NOT EXPRESSED		
MT3428	3707313	3708458	1145	+	20.8	1	MT3428
MT3430(not expressed)	3709286	3711076	1790	+	NOT EXPRESSED		
MT3432-MT3434	3711923	3716207	4284	+	24.0	3	MT3432, MT3433, MT3434
MT3431	3711009	3711857	848	-	34.8	1	MT3431
MT3436(not expressed)	3717373	3717480	107	-	NOT EXPRESSED		
MT3435	3716315	3717355	1040	+	14.2	1	MT3435
MT3437(not expressed)	3717545	3718342	797	-	NOT EXPRESSED		
MT3437.1(not expressed)	3718367	3718846	479	+	NOT EXPRESSED		
MT3438	3718865	3719305	440	+	38.0	1	MT3438
MT3439-MT3440	3719339	3721239	1900	-	87.9	2	MT3439, MT3440
MT3441	3721410	3722156	746	+	43.5	1	MT3441
MT3442	3722223	3723452	1229	-	89.5	1	MT3442
MT3448(not expressed)	3729308	3730324	1016	-	NOT EXPRESSED		
MT3443-MT3445	3723735	3726963	3228	+	46.3	3	MT3443, MT3444, MT3445
MT3449(not expressed)	3730482	3735005	4523	-	NOT EXPRESSED		
MT3449.1(not expressed)	3734990	3735109	119	-	NOT EXPRESSED		
MT3449.2(not expressed)	3735337	3735432	95	+	NOT EXPRESSED		
MT3450(not expressed)	3735429	3735686	257	-	NOT EXPRESSED		
MT3454(not expressed)	3745454	3745945	491	-	NOT EXPRESSED		
MT3456(not expressed)	3746525	3747265	740	-	NOT EXPRESSED		
MT3455	3745997	3746488	491	+	14.8	1	MT3455
MT3456.1(not expressed)	3746817	3747947	1130	-	NOT EXPRESSED		
MT3459(not expressed)	3759570	3760364	794	-	NOT EXPRESSED		
MT3460(not expressed)	3760446	3760817	371	-	NOT EXPRESSED		
MT3461(not expressed)	3760960	3761304	344	-	NOT EXPRESSED		
MT3462	3761335	3761724	389	+	18.1	1	MT3462
MT3465(not expressed)	3762997	3763272	275	+	NOT EXPRESSED		
MT3463-MT3464	3761738	3762861	1123	-	24.5	2	MT3463, MT3464
MT3466(not expressed)	3763269	3763526	257	+	NOT EXPRESSED		
MT3467(not expressed)	3763568	3764758	1190	+	NOT EXPRESSED		
MT3469(not expressed)	3765240	3765791	551	-	NOT EXPRESSED		
MT3468	3764875	3765243	368	+	43.2	1	MT3468
MT3475(not expressed)	3769961	3770425	464	+	NOT EXPRESSED		
MT3470-MT3474	3765798	3769725	3927	-	8.8	4	MT3470, MT3471, MT3472, MT3474
MT3476	3770681	3772567	1886	+	14.9	1	MT3476
MT3477	3772568	3773212	644	-	13.7	1	MT3477
MT3478	3773211	3773645	434	+	89.4	1	MT3478
MT3481	3777165	3778505	1340	+	17.2	1	MT3481
MT3482-MT3485	3778547	3782281	3734	+	13.0	3	MT3482, MT3483, MT3485
MT3480	3773734	3777030	3296	-	26.2	1	MT3480
MT3487-MT3488	3783081	3785481	2400	-	34.4	2	MT3487, MT3488
MT3486	3782389	3783042	653	+	141.7	1	MT3486
MT3491.1(not expressed)	3789810	3789938	128	+	NOT EXPRESSED		
MT3494(not expressed)	3790967	3791671	704	+	NOT EXPRESSED		
MT3490-MT3493	3787323	3790818	3495	-	36.9	4	MT3490, MT3491, MT3492, MT3493
MT3494.1(not expressed)	3791661	3792338	677	+	NOT EXPRESSED		
MT3495(not expressed)	3792396	3794723	2327	+	NOT EXPRESSED		
MT3497	3795740	3796450	710	+	41.6	1	MT3497
MT3498(not expressed)	3796496	3798448	1952	+	NOT EXPRESSED		
MT3496	3794794	3795666	872	-	70.1	1	MT3496
MT3499	3798449	3799312	863	-	16.1	1	MT3499
MT3501(not expressed)	3800317	3801795	1478	-	NOT EXPRESSED		
MT3500	3799336	3800262	926	+	12.3	1	MT3500
MT3503(not expressed)	3802579	3803220	641	+	NOT EXPRESSED		
MT3502-MT3505	3801897	3805873	3976	-	20.8	3	MT3502, MT3504, MT3505
MT3506(not expressed)	3805902	3806981	1079	-	NOT EXPRESSED		
MT3507	3807004	3808050	1046	+	14.3	1	MT3507
MT3510-MT3512	3811530	3815461	3931	-	23.4	4	MT3510, MT3510.1, MT3511, MT3512
MT3508-MT3509	3808114	3811277	3163	+	34.6	2	MT3508, MT3509
MT3514	3816207	3817094	887	+	10.0	1	MT3514
MT3513	3815579	3816145	566	-	13.4	1	MT3513
MT3517-MT3519	3817868	3822396	4528	-	116.9	3	MT3517, MT3518, MT3519
MT3515-MT3516	3817129	3817835	706	+	158.9	2	MT3515, MT3516
MT3520	3822504	3822614	110	-	32.7	1	MT3520
MT3522-MT3523	3823023	3824589	1566	-	131.9	2	MT3522, MT3523
MT3524(not expressed)	3824571	3825398	827	-	NOT EXPRESSED		
MT3521	3822603	3823013	410	+	549.6	1	MT3521
MT3526-MT3527	3826149	3828165	2016	-	465.0	2	MT3526, MT3527
MT3525	3825769	3826077	308	+	27.8	1	MT3525
MT3532.1(not expressed)	3832257	3832487	230	+	NOT EXPRESSED		
MT3528-MT3532	3828432	3832297	3865	-	36.4	5	MT3528, MT3529, MT3530, MT3531, MT3532
MT3532.2(not expressed)	3832591	3832953	362	-	NOT EXPRESSED		
MT3534(not expressed)	3833593	3834756	1163	-	NOT EXPRESSED		
MT3533	3833116	3833652	536	+	210.4	1	MT3533
MT3535-MT3542	3834795	3842839	8044	-	45.8	8	MT3535, MT3536, MT3537, MT3538, MT3539, MT3540, MT3541, MT3542
MT3544(not expressed)	3844209	3845612	1403	-	NOT EXPRESSED		
MT3545-MT3548	3845615	3848340	2725	-	92.6	4	MT3545, MT3546, MT3547, MT3548
MT3549(not expressed)	3848573	3848875	302	-	NOT EXPRESSED		
MT3542.1-MT3543	3842861	3844189	1328	+	22.7	2	MT3542.1, MT3543
MT3550(not expressed)	3848896	3849303	407	-	NOT EXPRESSED		
MT3551(not expressed)	3849266	3850480	1214	-	NOT EXPRESSED		
MT3553(not expressed)	3850477	3854079	3602	-	NOT EXPRESSED		
MT3554(not expressed)	3854301	3855704	1403	+	NOT EXPRESSED		
MT3555(not expressed)	3855701	3857068	1367	+	NOT EXPRESSED		
MT3556(not expressed)	3857033	3858481	1448	-	NOT EXPRESSED		
MT3557-MT3560	3858611	3860378	1767	+	22.3	3	MT3557, MT3559, MT3560
MT3561(not expressed)	3860350	3862038	1688	+	NOT EXPRESSED		
MT3562-MT3564	3862000	3864455	2455	-	154.5	3	MT3562, MT3563, MT3564
MT3569-MT3572	3866855	3870141	3286	+	63.5	4	MT3569, MT3570, MT3571, MT3572
MT3572.1-MT3573.1	3870146	3873001	2855	+	41.7	3	MT3572.1, MT3573, MT3573.1
MT3573.2(not expressed)	3872998	3873396	398	+	NOT EXPRESSED		
MT3565-MT3568	3864607	3866601	1994	-	494.2	5	MT3565, MT3566, MT3567, MT3567.1, MT3568
MT3573.3(not expressed)	3873393	3874811	1418	+	NOT EXPRESSED		
MT3573.4(not expressed)	3874929	3875402	473	+	NOT EXPRESSED		
MT3573.5-MT3573.6	3875416	3875999	583	+	10.5	2	MT3573.5, MT3573.6
MT3573.7-MT3573.9	3876080	3877450	1370	+	72.8	3	MT3573.7, MT3573.8, MT3573.9
MT3573.10(not expressed)	3877458	3877565	107	+	NOT EXPRESSED		
MT3573.13(not expressed)	3878694	3878858	164	-	NOT EXPRESSED		
MT3573.11-MT3573.12	3877514	3878661	1147	+	42.9	2	MT3573.11, MT3573.12
MT3573.14(not expressed)	3879064	3879384	320	-	NOT EXPRESSED		
MT3573.15(not expressed)	3879581	3879991	410	-	NOT EXPRESSED		
MT3573.16(not expressed)	3880019	3880147	128	-	NOT EXPRESSED		
MT3574(not expressed)	3880166	3881260	1094	-	NOT EXPRESSED		
MT3575(not expressed)	3881264	3882268	1004	-	NOT EXPRESSED		
MT3576(not expressed)	3882335	3883963	1628	-	NOT EXPRESSED		
MT3577(not expressed)	3883999	3884553	554	-	NOT EXPRESSED		
MT3578	3884553	3885059	506	+	16.1	1	MT3578
MT3580.1(not expressed)	3887552	3887653	101	+	NOT EXPRESSED		
MT3579-MT3580	3885139	3887553	2414	-	30.2	2	MT3579, MT3580
MT3584-MT3585	3892742	3895015	2273	-	102.8	2	MT3584, MT3585
MT3580.2-MT3583	3887791	3892718	4927	+	96.0	4	MT3580.2, MT3581, MT3582, MT3583
MT3586-MT3587	3895157	3896645	1488	-	26.4	2	MT3586, MT3587
MT3589(not expressed)	3898455	3899336	881	-	NOT EXPRESSED		
MT3588	3896908	3898449	1541	+	28.2	1	MT3588
MT3591(not expressed)	3900007	3900990	983	-	NOT EXPRESSED		
MT3590	3899563	3900054	491	+	13.5	1	MT3590
MT3592(not expressed)	3901500	3901823	323	+	NOT EXPRESSED		
MT3593-MT3594	3901905	3903571	1666	+	503.1	2	MT3593, MT3594
MT3595	3903722	3904300	578	+	126.2	1	MT3595
MT3608(not expressed)	3916304	3917506	1202	+	NOT EXPRESSED		
MT3609	3917531	3918652	1121	+	15.8	1	MT3609
MT3610(not expressed)	3918723	3920231	1508	+	NOT EXPRESSED		
MT3596-MT3607	3904297	3916089	11792	-	151.9	12	MT3596, MT3597, MT3598, MT3599, MT3600, MT3601, MT3602, MT3603, MT3604, MT3605, MT3606, MT3607
MT3612(not expressed)	3920402	3924556	4154	+	NOT EXPRESSED		
MT3614	3931667	3932503	836	-	30.6	1	MT3614
MT3615.2(not expressed)	3938691	3939347	656	-	NOT EXPRESSED		
MT3612.1	3924808	3929955	5147	+	12.8	1	MT3612.1
MT3615.3(not expressed)	3939393	3943046	3653	+	NOT EXPRESSED		
MT3615.4(not expressed)	3943392	3943610	218	-	NOT EXPRESSED		
MT3617	3945327	3946118	791	+	33.7	1	MT3617
MT3618(not expressed)	3946412	3947053	641	+	NOT EXPRESSED		
MT3616	3943607	3945253	1646	-	10.3	1	MT3616
MT3619(not expressed)	3947108	3948226	1118	-	NOT EXPRESSED		
MT3620(not expressed)	3948216	3948437	221	+	NOT EXPRESSED		
MT3622(not expressed)	3949571	3950575	1004	+	NOT EXPRESSED		
MT3621	3948468	3949499	1031	-	64.3	1	MT3621
MT3622.1(not expressed)	3950591	3951655	1064	+	NOT EXPRESSED		
MT3623	3951672	3952856	1184	+	45.6	1	MT3623
MT3625	3953943	3954467	524	-	12.4	1	MT3625
MT3626(not expressed)	3954555	3955739	1184	-	NOT EXPRESSED		
MT3624-MT3627	3952898	3956197	3299	+	53.1	2	MT3624, MT3627
MT3628(not expressed)	3956311	3956439	128	+	NOT EXPRESSED		
MT3630(not expressed)	3957566	3957763	197	+	NOT EXPRESSED		
MT3629	3956622	3957335	713	-	81.1	1	MT3629
MT3631(not expressed)	3957768	3957965	197	+	NOT EXPRESSED		
MT3632-MT3634	3958027	3961087	3060	-	7.2	3	MT3632, MT3633, MT3634
MT3637(not expressed)	3962848	3964596	1748	-	NOT EXPRESSED		
MT3638-MT3639	3964695	3966643	1948	-	19.2	2	MT3638, MT3639
MT3641-MT3642	3967503	3970065	2562	+	15.6	2	MT3641, MT3642
MT3643(not expressed)	3970202	3971641	1439	+	NOT EXPRESSED		
MT3640	3966654	3967439	785	-	21.5	1	MT3640
MT3644(not expressed)	3971642	3972802	1160	-	NOT EXPRESSED		
MT3645(not expressed)	3972802	3973191	389	-	NOT EXPRESSED		
MT3650	3977700	3978875	1175	+	19.7	1	MT3650
MT3646-MT3649	3973188	3977588	4400	-	8.8	4	MT3646, MT3647, MT3648, MT3649
MT3652-MT3653	3979525	3981241	1716	-	12.4	2	MT3652, MT3653
MT3653.1(not expressed)	3981238	3981342	104	-	NOT EXPRESSED		
MT3651	3978987	3979442	455	+	131.3	1	MT3651
MT3654-MT3656	3981296	3983666	2370	+	7.2	3	MT3654, MT3655, MT3656
MT3657(not expressed)	3983749	3984831	1082	+	NOT EXPRESSED		
MT3658	3984867	3986885	2018	+	16.9	1	MT3658
MT3663(not expressed)	3990122	3991993	1871	+	NOT EXPRESSED		
MT3660-MT3661	3987946	3989773	1827	-	24.6	2	MT3660, MT3661
MT3666-MT3667	3993799	3996435	2636	+	21.9	2	MT3666, MT3667
MT3668(not expressed)	3996438	3997391	953	+	NOT EXPRESSED		
MT3664-MT3665	3991788	3993730	1942	-	6.7	2	MT3664, MT3665
MT3671-MT3671.2	3999471	4000774	1303	-	20.9	3	MT3671, MT3671.1, MT3671.2
MT3669	3997388	3998344	956	+	10.2	1	MT3669
MT3672-MT3675	4000859	4004410	3551	-	37.8	4	MT3672, MT3673, MT3674, MT3675
MT3678(not expressed)	4006217	4008352	2135	-	NOT EXPRESSED		
MT3676-MT3677	4004557	4006181	1624	+	39.9	2	MT3676, MT3677
MT3679	4008492	4009223	731	+	38.2	1	MT3679
MT3681-MT3682	4010498	4012268	1770	+	15.8	2	MT3681, MT3682
MT3684(not expressed)	4012282	4013523	1241	+	NOT EXPRESSED		
MT3680	4009229	4010443	1214	-	10.7	1	MT3680
MT3685-MT3689	4013565	4017684	4119	-	2217.4	5	MT3685, MT3686, MT3687, MT3688, MT3689
MT3690-MT3692	4017802	4021107	3305	+	46.7	3	MT3690, MT3691, MT3692
MT3693-MT3694	4021108	4022634	1526	-	98.3	2	MT3693, MT3694
MT3696(not expressed)	4023544	4025298	1754	-	NOT EXPRESSED		
MT3695	4022633	4023547	914	+	16.8	1	MT3695
MT3697(not expressed)	4025409	4026182	773	-	NOT EXPRESSED		
MT3701-MT3704	4028871	4033450	4579	-	184.4	3	MT3701, MT3703, MT3704
MT3705	4033554	4035071	1517	-	29.1	1	MT3705
MT3706-MT3708	4035172	4038423	3251	-	15.6	4	MT3706, MT3706.1, MT3707, MT3708
MT3709	4038433	4039626	1193	-	72.1	1	MT3709
MT3710-MT3714	4039835	4045013	5178	-	94.0	6	MT3710, MT3711, MT3712.1, MT3712, MT3713, MT3714
MT3698-MT3700	4026197	4028824	2627	+	42.1	3	MT3698, MT3699, MT3700
MT3718.1(not expressed)	4048705	4048917	212	+	NOT EXPRESSED		
MT3715-MT3718	4045759	4048616	2857	-	493.0	4	MT3715, MT3716, MT3717, MT3718
MT3718.2(not expressed)	4049729	4049890	161	+	NOT EXPRESSED		
MT3719	4049974	4050942	968	+	17.8	1	MT3719
MT3720(not expressed)	4050939	4052126	1187	+	NOT EXPRESSED		
MT3721-MT3722	4052225	4052832	607	-	91.2	2	MT3721, MT3722
MT3723(not expressed)	4052889	4054130	1241	-	NOT EXPRESSED		
MT3724(not expressed)	4054140	4054439	299	-	NOT EXPRESSED		
MT3725	4054768	4055490	722	+	28.3	1	MT3725
MT3726-MT3729	4055495	4059526	4031	-	39.0	4	MT3726, MT3727, MT3728, MT3729
MT3730	4059664	4060152	488	+	31.9	1	MT3730
MT3732	4061416	4062711	1295	+	18.6	1	MT3732
MT3733-MT3734	4062767	4063821	1054	+	33.2	2	MT3733, MT3734
MT3731	4060198	4061322	1124	-	17.0	1	MT3731
MT3735	4064032	4064907	875	+	154.1	1	MT3735
MT3737(not expressed)	4065875	4067650	1775	+	NOT EXPRESSED		
MT3736	4064908	4065876	968	-	21.6	1	MT3736
MT3740(not expressed)	4069225	4069971	746	+	NOT EXPRESSED		
MT3741(not expressed)	4070125	4070691	566	-	NOT EXPRESSED		
MT3742(not expressed)	4070761	4071990	1229	-	NOT EXPRESSED		
MT3744(not expressed)	4073171	4073305	134	+	NOT EXPRESSED		
MT3743-MT3743.1	4072166	4073006	840	-	80.6	2	MT3743, MT3743.1
MT3745(not expressed)	4073302	4073466	164	-	NOT EXPRESSED		
MT3746(not expressed)	4073492	4073593	101	+	NOT EXPRESSED		
MT3747	4073758	4074972	1214	-	10.8	1	MT3747
MT3749-MT3750	4076695	4080430	3735	-	42.5	2	MT3749, MT3750
MT3748	4075049	4076698	1649	+	110.0	1	MT3748
MT3751(not expressed)	4081023	4083338	2315	+	NOT EXPRESSED		
MT3750.1	4080570	4080773	203	-	2031.4	1	MT3750.1
MT3752(not expressed)	4083475	4083759	284	+	NOT EXPRESSED		
MT3754(not expressed)	4085263	4085493	230	-	NOT EXPRESSED		
MT3753	4084083	4085120	1037	+	185.9	1	MT3753
MT3755(not expressed)	4085635	4085880	245	-	NOT EXPRESSED		
