Strain,Gene,No_of_mutations
TKK-01-0092.annotated.vcf,RVBD_3511,477
TKK-01-0092.annotated.vcf,RVBD_2815c,327
TKK-01-0092.annotated.vcf,RVBD_1763,327
TKK-01-0092.annotated.vcf,RVBD_2354,327
TKK-01-0092.annotated.vcf,RVBD_0797,309
TKK-01-0092.annotated.vcf,RVBD_0978c,283
TKK-01-0092.annotated.vcf,RVBD_1730c,221
TKK-01-0092.annotated.vcf,RVBD_0278c,216
TKK-01-0092.annotated.vcf,RVBD_0747,175
TKK-01-0092.annotated.vcf,RVBD_0279c,175
TKK-01-0092.annotated.vcf,RVBD_1135c,160
TKK-01-0092.annotated.vcf,RVBD_1917c,139
TKK-01-0092.annotated.vcf,RVBD_3345c,103
TKK-01-0092.annotated.vcf,RVBD_3512,100
TKK-01-0092.annotated.vcf,RVBD_1068c,87
TKK-01-0092.annotated.vcf,RVBD_3507,72
TKK-01-0092.annotated.vcf,RVBD_2112c,59
TKK-01-0092.annotated.vcf,RVBD_0095c,58
TKK-01-0093.annotated.vcf,RVBD_3514,1272
TKK-01-0093.annotated.vcf,RVBD_3508,1233
TKK-01-0093.annotated.vcf,RVBD_1753c,1047
TKK-01-0093.annotated.vcf,RVBD_1765c,1042
TKK-01-0093.annotated.vcf,RVBD_0823c,952
TKK-01-0093.annotated.vcf,RVBD_0094c,920
TKK-01-0093.annotated.vcf,RVBD_1764,885
TKK-01-0093.annotated.vcf,RVBD_2167c,885
TKK-01-0093.annotated.vcf,RVBD_0648,750
TKK-01-0093.annotated.vcf,RVBD_0797,719
TKK-01-0093.annotated.vcf,RVBD_3343c,687
TKK-01-0093.annotated.vcf,RVBD_1587c,626
TKK-01-0093.annotated.vcf,RVBD_1450c,621
TKK-01-0093.annotated.vcf,RVBD_1371,615
TKK-01-0093.annotated.vcf,RVBD_1452c,597
TKK-01-0093.annotated.vcf,RVBD_1588c,507
TKK-01-0093.annotated.vcf,RVBD_3511,477
TKK-01-0093.annotated.vcf,RVBD_2168c,327
TKK-01-0093.annotated.vcf,RVBD_1763,327
TKK-01-0093.annotated.vcf,RVBD_0980c,250
TKK-01-0093.annotated.vcf,RVBD_1730c,223
TKK-01-0093.annotated.vcf,RVBD_0278c,214
TKK-01-0093.annotated.vcf,RVBD_0747,181
TKK-01-0093.annotated.vcf,RVBD_1135c,160
TKK-01-0093.annotated.vcf,RVBD_0090,135
TKK-01-0093.annotated.vcf,RVBD_3512,129
TKK-01-0093.annotated.vcf,RVBD_1068c,103
TKK-01-0093.annotated.vcf,RVBD_1045,73
TKK-01-0093.annotated.vcf,RVBD_0095c,71
TKK-01-0093.annotated.vcf,RVBD_3507,71
TKK-01-0094.annotated.vcf,RVBD_1753c,1051
TKK-01-0094.annotated.vcf,RVBD_1765c,1043
TKK-01-0094.annotated.vcf,RVBD_3514,946
TKK-01-0094.annotated.vcf,RVBD_0094c,912
TKK-01-0094.annotated.vcf,RVBD_1764,885
TKK-01-0094.annotated.vcf,RVBD_3475,885
TKK-01-0094.annotated.vcf,RVBD_1756c,885
TKK-01-0094.annotated.vcf,RVBD_2479c,885
TKK-01-0094.annotated.vcf,RVBD_2814c,885
TKK-01-0094.annotated.vcf,RVBD_3326,885
TKK-01-0094.annotated.vcf,RVBD_0796,885
TKK-01-0094.annotated.vcf,RVBD_2106,885
TKK-01-0094.annotated.vcf,RVBD_1369c,885
TKK-01-0094.annotated.vcf,RVBD_2355,885
TKK-01-0094.annotated.vcf,RVBD_3380c,885
TKK-01-0094.annotated.vcf,RVBD_2167c,885
TKK-01-0094.annotated.vcf,RVBD_2279,885
TKK-01-0094.annotated.vcf,RVBD_2649,885
TKK-01-0094.annotated.vcf,RVBD_3343c,816
TKK-01-0094.annotated.vcf,RVBD_1450c,675
TKK-01-0094.annotated.vcf,RVBD_1588c,625
TKK-01-0094.annotated.vcf,RVBD_1587c,620
TKK-01-0094.annotated.vcf,RVBD_3511,476
TKK-01-0094.annotated.vcf,RVBD_3508,373
TKK-01-0094.annotated.vcf,RVBD_2168c,327
TKK-01-0094.annotated.vcf,RVBD_2278,327
TKK-01-0094.annotated.vcf,RVBD_3325,327
TKK-01-0094.annotated.vcf,RVBD_1757c,327
TKK-01-0094.annotated.vcf,RVBD_2105,327
TKK-01-0094.annotated.vcf,RVBD_3381c,327
TKK_02_0001.annotated.vcf,RVBD_3475,885
TKK_02_0001.annotated.vcf,RVBD_1756c,885
TKK_02_0001.annotated.vcf,RVBD_2479c,885
TKK_02_0001.annotated.vcf,RVBD_2814c,885
TKK_02_0001.annotated.vcf,RVBD_2355,885
TKK_02_0001.annotated.vcf,RVBD_3380c,885
TKK_02_0001.annotated.vcf,RVBD_2167c,885
TKK_02_0001.annotated.vcf,RVBD_2279,885
TKK_02_0001.annotated.vcf,RVBD_2649,885
TKK_02_0001.annotated.vcf,RVBD_1764,878
TKK_02_0001.annotated.vcf,RVBD_3326,878
TKK_02_0001.annotated.vcf,RVBD_1917c,593
TKK_02_0001.annotated.vcf,RVBD_3514,356
TKK_02_0001.annotated.vcf,RVBD_2278,327
TKK_02_0001.annotated.vcf,RVBD_3325,327
TKK_02_0001.annotated.vcf,RVBD_1757c,327
TKK_02_0001.annotated.vcf,RVBD_3381c,327
TKK_02_0001.annotated.vcf,RVBD_2815c,327
TKK_02_0001.annotated.vcf,RVBD_2480c,327
TKK_02_0001.annotated.vcf,RVBD_3474,327
TKK_02_0001.annotated.vcf,RVBD_2168c,327
TKK_02_0001.annotated.vcf,RVBD_2354,327
TKK_02_0001.annotated.vcf,RVBD_2648,327
TKK_02_0001.annotated.vcf,RVBD_1763,326
TKK_02_0001.annotated.vcf,RVBD_1730c,224
TKK_02_0001.annotated.vcf,RVBD_1452c,198
TKK_02_0001.annotated.vcf,RVBD_1753c,190
TKK_02_0001.annotated.vcf,RVBD_1135c,160
TKK_02_0001.annotated.vcf,RVBD_1450c,155
TKK_02_0001.annotated.vcf,RVBD_0747,118
TKK_02_0002.annotated.vcf,RVBD_1765c,1018
TKK_02_0002.annotated.vcf,RVBD_3514,954
TKK_02_0002.annotated.vcf,RVBD_1756c,885
TKK_02_0002.annotated.vcf,RVBD_3326,874
TKK_02_0002.annotated.vcf,RVBD_3325,327
TKK_02_0002.annotated.vcf,RVBD_1757c,327
TKK_02_0002.annotated.vcf,RVBD_2544,305
TKK_02_0002.annotated.vcf,RVBD_1753c,260
TKK_02_0002.annotated.vcf,RVBD_3508,236
TKK_02_0002.annotated.vcf,RVBD_1730c,223
TKK_02_0002.annotated.vcf,RVBD_1135c,160
TKK_02_0002.annotated.vcf,RVBD_2615c,153
TKK_02_0002.annotated.vcf,RVBD_1067c,146
TKK_02_0002.annotated.vcf,RVBD_1091,143
TKK_02_0002.annotated.vcf,RVBD_1917c,134
TKK_02_0002.annotated.vcf,RVBD_1450c,109
TKK_02_0002.annotated.vcf,RVBD_0095c,107
TKK_02_0002.annotated.vcf,RVBD_3343c,103
TKK_02_0002.annotated.vcf,RVBD_2543,89
TKK_02_0002.annotated.vcf,RVBD_3281,64
TKK_02_0002.annotated.vcf,RVBD_3590c,51
TKK_02_0002.annotated.vcf,RVBD_0355c,49
TKK_02_0002.annotated.vcf,RVBD_1818c,47
TKK_02_0002.annotated.vcf,RVBD_0833,40
TKK_02_0002.annotated.vcf,RVBD_1243c,38
TKK_02_0002.annotated.vcf,RVBD_0746,31
TKK_02_0002.annotated.vcf,RVBD_1907c,30
TKK_02_0002.annotated.vcf,RVBD_3344c,26
TKK_02_0002.annotated.vcf,RVBD_3428c,22
TKK_02_0002.annotated.vcf,RVBD_3785,21
TKK_02_0004.annotated.vcf,RVBD_3514,1043
TKK_02_0004.annotated.vcf,RVBD_2106,885
TKK_02_0004.annotated.vcf,RVBD_3508,885
TKK_02_0004.annotated.vcf,RVBD_2649,885
TKK_02_0004.annotated.vcf,RVBD_2355,885
TKK_02_0004.annotated.vcf,RVBD_0796,885
TKK_02_0004.annotated.vcf,RVBD_2279,883
TKK_02_0004.annotated.vcf,RVBD_3343c,374
TKK_02_0004.annotated.vcf,RVBD_2278,327
TKK_02_0004.annotated.vcf,RVBD_0795,327
TKK_02_0004.annotated.vcf,RVBD_2105,327
TKK_02_0004.annotated.vcf,RVBD_2354,327
TKK_02_0004.annotated.vcf,RVBD_2648,327
TKK_02_0004.annotated.vcf,RVBD_0797,247
TKK_02_0004.annotated.vcf,RVBD_1917c,200
TKK_02_0004.annotated.vcf,RVBD_1753c,191
TKK_02_0004.annotated.vcf,RVBD_1452c,132
TKK_02_0004.annotated.vcf,RVBD_0355c,129
TKK_02_0004.annotated.vcf,RVBD_0978c,114
TKK_02_0004.annotated.vcf,RVBD_2048c,101
TKK_02_0004.annotated.vcf,RVBD_1450c,90
TKK_02_0004.annotated.vcf,RVBD_1087,58
TKK_02_0004.annotated.vcf,RVBD_3512,31
TKK_02_0004.annotated.vcf,RVBD_1441c,30
TKK_02_0004.annotated.vcf,RVBD_3345c,29
TKK_02_0004.annotated.vcf,RVBD_2490c,26
TKK_02_0004.annotated.vcf,RVBD_1758,25
TKK_02_0004.annotated.vcf,RVBD_0278c,19
TKK_02_0004.annotated.vcf,RVBD_2931,14
TKK_02_0004.annotated.vcf,RVBD_2101,13
TKK_02_0005.annotated.vcf,RVBD_3514,1095
TKK_02_0005.annotated.vcf,RVBD_3508,983
TKK_02_0005.annotated.vcf,RVBD_3343c,350
TKK_02_0005.annotated.vcf,RVBD_1917c,186
TKK_02_0005.annotated.vcf,RVBD_1753c,177
TKK_02_0005.annotated.vcf,RVBD_0355c,133
TKK_02_0005.annotated.vcf,RVBD_1450c,89
TKK_02_0005.annotated.vcf,RVBD_2048c,86
TKK_02_0005.annotated.vcf,RVBD_1087,58
TKK_02_0005.annotated.vcf,RVBD_1441c,36
TKK_02_0005.annotated.vcf,RVBD_2490c,31
TKK_02_0005.annotated.vcf,RVBD_3512,25
TKK_02_0005.annotated.vcf,RVBD_1758,25
TKK_02_0005.annotated.vcf,RVBD_0278c,19
TKK_02_0005.annotated.vcf,RVBD_3345c,17
TKK_02_0005.annotated.vcf,RVBD_2931,14
TKK_02_0005.annotated.vcf,RVBD_2101,13
TKK_02_0005.annotated.vcf,RVBD_3919c,11
TKK_02_0005.annotated.vcf,RVBD_1588c,8
TKK_02_0005.annotated.vcf,RVBD_1844c,7
TKK_02_0005.annotated.vcf,RVBD_1067c,7
TKK_02_0005.annotated.vcf,RVBD_3466,7
TKK_02_0005.annotated.vcf,RVBD_3347c,5
TKK_02_0005.annotated.vcf,RVBD_0095c,5
TKK_02_0005.annotated.vcf,RVBD_0006,5
TKK_02_0005.annotated.vcf,RVBD_3619c,4
TKK_02_0005.annotated.vcf,RVBD_0338c,4
TKK_02_0005.annotated.vcf,RVBD_1452c,4
TKK_02_0005.annotated.vcf,RVBD_1361c,4
TKK_02_0005.annotated.vcf,RVBD_3558,4
TKK_02_0006.annotated.vcf,RVBD_3327,988
TKK_02_0006.annotated.vcf,RVBD_1756c,885
TKK_02_0006.annotated.vcf,RVBD_2479c,885
TKK_02_0006.annotated.vcf,RVBD_3326,885
TKK_02_0006.annotated.vcf,RVBD_0796,885
TKK_02_0006.annotated.vcf,RVBD_2106,885
TKK_02_0006.annotated.vcf,RVBD_1369c,885
TKK_02_0006.annotated.vcf,RVBD_2355,885
TKK_02_0006.annotated.vcf,RVBD_3380c,885
TKK_02_0006.annotated.vcf,RVBD_2167c,885
TKK_02_0006.annotated.vcf,RVBD_2649,885
TKK_02_0006.annotated.vcf,RVBD_1764,884
TKK_02_0006.annotated.vcf,RVBD_3475,880
TKK_02_0006.annotated.vcf,RVBD_2279,879
TKK_02_0006.annotated.vcf,RVBD_2354,327
TKK_02_0006.annotated.vcf,RVBD_2278,327
TKK_02_0006.annotated.vcf,RVBD_3474,327
TKK_02_0006.annotated.vcf,RVBD_1757c,327
TKK_02_0006.annotated.vcf,RVBD_2105,327
TKK_02_0006.annotated.vcf,RVBD_1370c,327
TKK_02_0006.annotated.vcf,RVBD_0795,327
TKK_02_0006.annotated.vcf,RVBD_2480c,327
TKK_02_0006.annotated.vcf,RVBD_2168c,327
TKK_02_0006.annotated.vcf,RVBD_2648,327
TKK_02_0006.annotated.vcf,RVBD_3381c,325
TKK_02_0006.annotated.vcf,RVBD_3325,324
TKK_02_0006.annotated.vcf,RVBD_1763,324
TKK_02_0006.annotated.vcf,RVBD_3343c,286
TKK_02_0006.annotated.vcf,RVBD_1917c,254
TKK_02_0006.annotated.vcf,RVBD_0278c,185
TKK_02_0007.annotated.vcf,RVBD_3514,1045
TKK_02_0007.annotated.vcf,RVBD_3326,885
TKK_02_0007.annotated.vcf,RVBD_2279,885
TKK_02_0007.annotated.vcf,RVBD_0796,885
TKK_02_0007.annotated.vcf,RVBD_3475,885
TKK_02_0007.annotated.vcf,RVBD_2355,885
TKK_02_0007.annotated.vcf,RVBD_3380c,885
TKK_02_0007.annotated.vcf,RVBD_2167c,885
TKK_02_0007.annotated.vcf,RVBD_2649,885
TKK_02_0007.annotated.vcf,RVBD_2479c,884
TKK_02_0007.annotated.vcf,RVBD_1764,883
TKK_02_0007.annotated.vcf,RVBD_3508,710
TKK_02_0007.annotated.vcf,RVBD_3343c,349
TKK_02_0007.annotated.vcf,RVBD_2354,327
TKK_02_0007.annotated.vcf,RVBD_2278,327
TKK_02_0007.annotated.vcf,RVBD_3474,327
TKK_02_0007.annotated.vcf,RVBD_3325,327
TKK_02_0007.annotated.vcf,RVBD_0795,327
TKK_02_0007.annotated.vcf,RVBD_2480c,327
TKK_02_0007.annotated.vcf,RVBD_2168c,327
TKK_02_0007.annotated.vcf,RVBD_2648,327
TKK_02_0007.annotated.vcf,RVBD_1763,324
TKK_02_0007.annotated.vcf,RVBD_3381c,323
TKK_02_0007.annotated.vcf,RVBD_1753c,188
TKK_02_0007.annotated.vcf,RVBD_0355c,138
TKK_02_0007.annotated.vcf,RVBD_1917c,132
TKK_02_0007.annotated.vcf,RVBD_1450c,95
TKK_02_0007.annotated.vcf,RVBD_2048c,54
TKK_02_0007.annotated.vcf,RVBD_1087,54
TKK_02_0007.annotated.vcf,RVBD_3426,34
TKK_02_0008.annotated.vcf,RVBD_0355c,2707
TKK_02_0008.annotated.vcf,RVBD_1917c,2068
TKK_02_0008.annotated.vcf,RVBD_3343c,1566
TKK_02_0008.annotated.vcf,RVBD_3514,1177
TKK_02_0008.annotated.vcf,RVBD_3508,1162
TKK_02_0008.annotated.vcf,RVBD_1753c,1015
TKK_02_0008.annotated.vcf,RVBD_2814c,885
TKK_02_0008.annotated.vcf,RVBD_0796,885
TKK_02_0008.annotated.vcf,RVBD_2167c,885
TKK_02_0008.annotated.vcf,RVBD_1764,882
TKK_02_0008.annotated.vcf,RVBD_2479c,879
TKK_02_0008.annotated.vcf,RVBD_1910c,436
TKK_02_0008.annotated.vcf,RVBD_0795,327
TKK_02_0008.annotated.vcf,RVBD_2815c,327
TKK_02_0008.annotated.vcf,RVBD_2480c,327
TKK_02_0008.annotated.vcf,RVBD_2168c,327
TKK_02_0008.annotated.vcf,RVBD_1763,323
TKK_02_0008.annotated.vcf,RVBD_0797,271
TKK_02_0008.annotated.vcf,RVBD_1918c,208
TKK_02_0008.annotated.vcf,RVBD_1450c,206
TKK_02_0008.annotated.vcf,RVBD_0980c,145
TKK_02_0008.annotated.vcf,RVBD_3281,137
TKK_02_0008.annotated.vcf,RVBD_2543,124
TKK_02_0008.annotated.vcf,RVBD_1911c,104
TKK_02_0008.annotated.vcf,RVBD_1087,55
TKK_02_0008.annotated.vcf,RVBD_0305c,53
TKK_02_0008.annotated.vcf,RVBD_3429,51
TKK_02_0008.annotated.vcf,RVBD_1441c,49
TKK_02_0008.annotated.vcf,RVBD_3345c,47
TKK_02_0008.annotated.vcf,RVBD_1288,39
TKK_02_0010.annotated.vcf,RVBD_3514,1789
TKK_02_0010.annotated.vcf,RVBD_3508,1094
TKK_02_0010.annotated.vcf,RVBD_1764,885
TKK_02_0010.annotated.vcf,RVBD_3511,477
TKK_02_0010.annotated.vcf,RVBD_1763,325
TKK_02_0010.annotated.vcf,RVBD_2544,268
TKK_02_0010.annotated.vcf,RVBD_0278c,230
TKK_02_0010.annotated.vcf,RVBD_1730c,223
TKK_02_0010.annotated.vcf,RVBD_3507,213
TKK_02_0010.annotated.vcf,RVBD_1753c,188
TKK_02_0010.annotated.vcf,RVBD_0747,164
TKK_02_0010.annotated.vcf,RVBD_1135c,160
TKK_02_0010.annotated.vcf,RVBD_1917c,139
TKK_02_0010.annotated.vcf,RVBD_3512,111
TKK_02_0010.annotated.vcf,RVBD_0095c,104
TKK_02_0010.annotated.vcf,RVBD_1068c,79
TKK_02_0010.annotated.vcf,RVBD_2353c,67
TKK_02_0010.annotated.vcf,RVBD_0355c,56
TKK_02_0010.annotated.vcf,RVBD_2543,48
TKK_02_0010.annotated.vcf,RVBD_1243c,39
TKK_02_0010.annotated.vcf,RVBD_1441c,32
TKK_02_0010.annotated.vcf,RVBD_1087,28
TKK_02_0010.annotated.vcf,RVBD_0746,24
TKK_02_0010.annotated.vcf,RVBD_2741,23
TKK_02_0010.annotated.vcf,RVBD_3344c,23
TKK_02_0010.annotated.vcf,RVBD_3428c,22
TKK_02_0010.annotated.vcf,RVBD_1651c,22
TKK_02_0010.annotated.vcf,RVBD_3785,21
TKK_02_0010.annotated.vcf,RVBD_3347c,21
TKK_02_0010.annotated.vcf,RVBD_0071,17
TKK_02_0012.annotated.vcf,RVBD_1764,885
TKK_02_0012.annotated.vcf,RVBD_2479c,885
TKK_02_0012.annotated.vcf,RVBD_3326,885
TKK_02_0012.annotated.vcf,RVBD_0796,885
TKK_02_0012.annotated.vcf,RVBD_3475,885
TKK_02_0012.annotated.vcf,RVBD_2106,885
TKK_02_0012.annotated.vcf,RVBD_1369c,885
TKK_02_0012.annotated.vcf,RVBD_3380c,885
TKK_02_0012.annotated.vcf,RVBD_2649,885
TKK_02_0012.annotated.vcf,RVBD_2355,883
TKK_02_0012.annotated.vcf,RVBD_2279,881
TKK_02_0012.annotated.vcf,RVBD_2167c,881
TKK_02_0012.annotated.vcf,RVBD_2354,327
TKK_02_0012.annotated.vcf,RVBD_2278,327
TKK_02_0012.annotated.vcf,RVBD_3474,327
TKK_02_0012.annotated.vcf,RVBD_2105,327
TKK_02_0012.annotated.vcf,RVBD_3381c,327
TKK_02_0012.annotated.vcf,RVBD_1370c,327
TKK_02_0012.annotated.vcf,RVBD_0795,327
TKK_02_0012.annotated.vcf,RVBD_2480c,327
TKK_02_0012.annotated.vcf,RVBD_1763,327
TKK_02_0012.annotated.vcf,RVBD_2168c,327
TKK_02_0012.annotated.vcf,RVBD_2648,327
TKK_02_0012.annotated.vcf,RVBD_3325,326
TKK_02_0012.annotated.vcf,RVBD_1917c,254
TKK_02_0012.annotated.vcf,RVBD_3343c,232
TKK_02_0012.annotated.vcf,RVBD_0355c,130
TKK_02_0012.annotated.vcf,RVBD_1753c,118
TKK_02_0012.annotated.vcf,RVBD_2048c,114
TKK_02_0012.annotated.vcf,RVBD_3514,58
TKK_02_0014.annotated.vcf,RVBD_3327,983
TKK_02_0014.annotated.vcf,RVBD_1764,885
TKK_02_0014.annotated.vcf,RVBD_1756c,885
TKK_02_0014.annotated.vcf,RVBD_2479c,885
TKK_02_0014.annotated.vcf,RVBD_3326,885
TKK_02_0014.annotated.vcf,RVBD_0796,885
TKK_02_0014.annotated.vcf,RVBD_3475,885
TKK_02_0014.annotated.vcf,RVBD_3380c,885
TKK_02_0014.annotated.vcf,RVBD_2167c,885
TKK_02_0014.annotated.vcf,RVBD_2649,885
TKK_02_0014.annotated.vcf,RVBD_2279,883
TKK_02_0014.annotated.vcf,RVBD_2106,881
TKK_02_0014.annotated.vcf,RVBD_2355,880
TKK_02_0014.annotated.vcf,RVBD_1369c,877
TKK_02_0014.annotated.vcf,RVBD_2354,327
TKK_02_0014.annotated.vcf,RVBD_2278,327
TKK_02_0014.annotated.vcf,RVBD_3474,327
TKK_02_0014.annotated.vcf,RVBD_1757c,327
TKK_02_0014.annotated.vcf,RVBD_2105,327
TKK_02_0014.annotated.vcf,RVBD_3381c,327
TKK_02_0014.annotated.vcf,RVBD_0795,327
TKK_02_0014.annotated.vcf,RVBD_2480c,327
TKK_02_0014.annotated.vcf,RVBD_2168c,327
TKK_02_0014.annotated.vcf,RVBD_3325,326
TKK_02_0014.annotated.vcf,RVBD_1370c,326
TKK_02_0014.annotated.vcf,RVBD_1763,326
TKK_02_0014.annotated.vcf,RVBD_2648,323
TKK_02_0014.annotated.vcf,RVBD_1917c,202
TKK_02_0014.annotated.vcf,RVBD_1753c,195
TKK_02_0014.annotated.vcf,RVBD_3343c,189
TKK_02_0016.annotated.vcf,RVBD_2479c,885
TKK_02_0016.annotated.vcf,RVBD_2279,885
TKK_02_0016.annotated.vcf,RVBD_0796,885
TKK_02_0016.annotated.vcf,RVBD_3475,885
TKK_02_0016.annotated.vcf,RVBD_1369c,885
TKK_02_0016.annotated.vcf,RVBD_2355,885
TKK_02_0016.annotated.vcf,RVBD_2167c,885
TKK_02_0016.annotated.vcf,RVBD_2649,885
TKK_02_0016.annotated.vcf,RVBD_1764,884
TKK_02_0016.annotated.vcf,RVBD_3326,884
TKK_02_0016.annotated.vcf,RVBD_3380c,884
TKK_02_0016.annotated.vcf,RVBD_2106,881
TKK_02_0016.annotated.vcf,RVBD_2354,327
TKK_02_0016.annotated.vcf,RVBD_2278,327
TKK_02_0016.annotated.vcf,RVBD_3474,327
TKK_02_0016.annotated.vcf,RVBD_3325,327
TKK_02_0016.annotated.vcf,RVBD_2105,327
TKK_02_0016.annotated.vcf,RVBD_1370c,327
TKK_02_0016.annotated.vcf,RVBD_0795,327
TKK_02_0016.annotated.vcf,RVBD_2480c,327
TKK_02_0016.annotated.vcf,RVBD_1763,327
TKK_02_0016.annotated.vcf,RVBD_2168c,327
TKK_02_0016.annotated.vcf,RVBD_2648,327
TKK_02_0016.annotated.vcf,RVBD_3381c,325
TKK_02_0016.annotated.vcf,RVBD_3343c,269
TKK_02_0016.annotated.vcf,RVBD_1917c,201
TKK_02_0016.annotated.vcf,RVBD_3508,190
TKK_02_0016.annotated.vcf,RVBD_0355c,130
TKK_02_0016.annotated.vcf,RVBD_3514,122
TKK_02_0016.annotated.vcf,RVBD_1753c,103
TKK_02_0018.annotated.vcf,RVBD_3475,885
TKK_02_0018.annotated.vcf,RVBD_2649,883
TKK_02_0018.annotated.vcf,RVBD_3380c,882
TKK_02_0018.annotated.vcf,RVBD_2355,879
TKK_02_0018.annotated.vcf,RVBD_2479c,878
TKK_02_0018.annotated.vcf,RVBD_2167c,878
TKK_02_0018.annotated.vcf,RVBD_2279,878
TKK_02_0018.annotated.vcf,RVBD_2106,874
TKK_02_0018.annotated.vcf,RVBD_1369c,870
TKK_02_0018.annotated.vcf,RVBD_1756c,869
TKK_02_0018.annotated.vcf,RVBD_3508,504
TKK_02_0018.annotated.vcf,RVBD_3514,428
TKK_02_0018.annotated.vcf,RVBD_2480c,327
TKK_02_0018.annotated.vcf,RVBD_2354,327
TKK_02_0018.annotated.vcf,RVBD_2168c,327
TKK_02_0018.annotated.vcf,RVBD_2278,327
TKK_02_0018.annotated.vcf,RVBD_3474,327
TKK_02_0018.annotated.vcf,RVBD_2105,327
TKK_02_0018.annotated.vcf,RVBD_2648,326
TKK_02_0018.annotated.vcf,RVBD_1370c,325
TKK_02_0018.annotated.vcf,RVBD_1757c,325
TKK_02_0018.annotated.vcf,RVBD_3381c,322
TKK_02_0018.annotated.vcf,RVBD_1452c,306
TKK_02_0018.annotated.vcf,RVBD_0747,131
TKK_02_0018.annotated.vcf,RVBD_3345c,118
TKK_02_0018.annotated.vcf,RVBD_0978c,111
TKK_02_0018.annotated.vcf,RVBD_3343c,78
TKK_02_0018.annotated.vcf,RVBD_1158c,65
TKK_02_0018.annotated.vcf,RVBD_2615c,60
TKK_02_0018.annotated.vcf,RVBD_1450c,53
TKK_02_0020.annotated.vcf,RVBD_3327,991
TKK_02_0020.annotated.vcf,RVBD_1756c,885
TKK_02_0020.annotated.vcf,RVBD_0796,885
TKK_02_0020.annotated.vcf,RVBD_2106,885
TKK_02_0020.annotated.vcf,RVBD_1369c,885
TKK_02_0020.annotated.vcf,RVBD_2649,885
TKK_02_0020.annotated.vcf,RVBD_2479c,884
TKK_02_0020.annotated.vcf,RVBD_3326,884
TKK_02_0020.annotated.vcf,RVBD_3380c,882
TKK_02_0020.annotated.vcf,RVBD_2279,880
TKK_02_0020.annotated.vcf,RVBD_3475,880
TKK_02_0020.annotated.vcf,RVBD_1764,879
TKK_02_0020.annotated.vcf,RVBD_2355,879
TKK_02_0020.annotated.vcf,RVBD_2167c,873
TKK_02_0020.annotated.vcf,RVBD_1452c,357
TKK_02_0020.annotated.vcf,RVBD_2354,327
TKK_02_0020.annotated.vcf,RVBD_2278,327
TKK_02_0020.annotated.vcf,RVBD_3474,327
TKK_02_0020.annotated.vcf,RVBD_1757c,327
TKK_02_0020.annotated.vcf,RVBD_2105,327
TKK_02_0020.annotated.vcf,RVBD_1370c,327
TKK_02_0020.annotated.vcf,RVBD_0795,327
TKK_02_0020.annotated.vcf,RVBD_2480c,327
TKK_02_0020.annotated.vcf,RVBD_2168c,327
TKK_02_0020.annotated.vcf,RVBD_2648,326
TKK_02_0020.annotated.vcf,RVBD_3381c,324
TKK_02_0020.annotated.vcf,RVBD_1917c,323
TKK_02_0020.annotated.vcf,RVBD_3325,322
TKK_02_0020.annotated.vcf,RVBD_1763,322
TKK_02_0020.annotated.vcf,RVBD_3508,308
TKK_02_0021.annotated.vcf,RVBD_1764,885
TKK_02_0021.annotated.vcf,RVBD_3326,885
TKK_02_0021.annotated.vcf,RVBD_2279,885
TKK_02_0021.annotated.vcf,RVBD_0796,885
TKK_02_0021.annotated.vcf,RVBD_2106,885
TKK_02_0021.annotated.vcf,RVBD_2355,885
TKK_02_0021.annotated.vcf,RVBD_2167c,885
TKK_02_0021.annotated.vcf,RVBD_2649,885
TKK_02_0021.annotated.vcf,RVBD_3475,884
TKK_02_0021.annotated.vcf,RVBD_3380c,884
TKK_02_0021.annotated.vcf,RVBD_1369c,881
TKK_02_0021.annotated.vcf,RVBD_2479c,880
TKK_02_0021.annotated.vcf,RVBD_3514,356
TKK_02_0021.annotated.vcf,RVBD_2354,327
TKK_02_0021.annotated.vcf,RVBD_2278,327
TKK_02_0021.annotated.vcf,RVBD_3474,327
TKK_02_0021.annotated.vcf,RVBD_1370c,327
TKK_02_0021.annotated.vcf,RVBD_0795,327
TKK_02_0021.annotated.vcf,RVBD_2480c,327
TKK_02_0021.annotated.vcf,RVBD_1763,327
TKK_02_0021.annotated.vcf,RVBD_2168c,327
TKK_02_0021.annotated.vcf,RVBD_2648,327
TKK_02_0021.annotated.vcf,RVBD_2105,324
TKK_02_0021.annotated.vcf,RVBD_3325,322
TKK_02_0021.annotated.vcf,RVBD_3381c,322
TKK_02_0021.annotated.vcf,RVBD_3343c,304
TKK_02_0021.annotated.vcf,RVBD_3508,246
TKK_02_0021.annotated.vcf,RVBD_1917c,201
TKK_02_0021.annotated.vcf,RVBD_2048c,135
TKK_02_0021.annotated.vcf,RVBD_0355c,130
TKK_02_0023.annotated.vcf,RVBD_3508,905
TKK_02_0023.annotated.vcf,RVBD_1764,885
TKK_02_0023.annotated.vcf,RVBD_2167c,885
TKK_02_0023.annotated.vcf,RVBD_2649,885
TKK_02_0023.annotated.vcf,RVBD_1369c,885
TKK_02_0023.annotated.vcf,RVBD_2355,885
TKK_02_0023.annotated.vcf,RVBD_0796,885
TKK_02_0023.annotated.vcf,RVBD_3514,883
TKK_02_0023.annotated.vcf,RVBD_1370c,327
